id,sentence,labels
14478-7,"The results suggest cry1C is an ideal Bt gene for plant transformation for lepidopteran pest control, and T1C-19b is a promising Bt rice line for commercial use for tolerating lepidopteran rice pests.","[[20, 25, 'cry1C', 'Pesticides'], [38, 40, 'Bt', 'Pesticides'], [129, 131, 'Bt', 'Pesticides']]"
14481-10,"Test-mosquitoes were resistant to deltamethrin, permethrin, and Dichlorodiphenyltrichloroethane but susceptible to bendiocarb.","[[34, 46, 'deltamethrin', 'Pesticides'], [48, 58, 'permethrin', 'Pesticides'], [64, 95, 'Dichlorodiphenyltrichloroethane', 'Pesticides'], [115, 125, 'bendiocarb', 'Pesticides']]"
14481-11,Pre-exposure of mosquitoes to Piperonyl butoxide increased their mortality after exposure to permethrin and deltamethrin.,"[[30, 48, 'Piperonyl butoxide', 'Pesticides'], [93, 103, 'permethrin', 'Pesticides'], [108, 120, 'deltamethrin', 'Pesticides']]"
14481-12,"The frequency of the Kinase insert domain receptor (kdr)-West gene increased from 92 to 99% before and after the distribution of nets, respectively.","[[52, 55, 'kdr', 'Resistance_mechanism']]"
14519-0,"The diamondback moth (DBM), Plutella xylostella, one of the most destructive lepidopteran pests worldwide, has developed field resistance to Bacillus thuringiensis (Bt) Cry toxins.","[[28, 47, 'Plutella xylostella', 'Species'], [141, 179, 'Bacillus thuringiensis (Bt) Cry toxins', 'Pesticides']]"
14519-5,"Specifically, nine miRNAs were down-regulated and three up-regulated in the Cry1S1000 strain compared to the G88 strain.",[]
14520-2,"However, the causality of O. furnacalis cadherin (OfCad) with Cry1Ac resistance remains to be clarified.","[[26, 39, 'O. furnacalis', 'Species'], [50, 55, 'OfCad', 'Gene'], [62, 68, 'Cry1Ac', 'Pesticides']]"
14520-3,"In this study, in vitro and in vivo approaches were employed to examine the involvement of OfCad in mediating Cry1Ac toxicity.","[[91, 96, 'OfCad', 'Gene'], [110, 116, 'Cry1Ac', 'Pesticides']]"
14520-4,Sf9 cells transfected with OfCad showed significant immunofluorescent binding with Cry1Ac toxin and exhibited a concentration-dependent mortality effect when exposed to Cry1Ac.,"[[27, 32, 'OfCad', 'Gene'], [83, 89, 'Cry1Ac', 'Pesticides'], [169, 175, 'Cry1Ac', 'Pesticides']]"
14520-5,"The OfCad knockout strain OfCad-KO, bearing homozygous 15.4 kb deletion of the OfCad gene generated by CRISPR/Cas9 mutagenesis, exhibited moderate-level resistance to Cry1Ac (14-fold) and low-level resistance to Cry1Aa (4.6-fold), but no significant changes in susceptibility to Cry1Ab and Cry1Fa, compared with the original NJ-S strain.","[[4, 9, 'OfCad', 'Gene'], [26, 31, 'OfCad', 'Gene'], [79, 84, 'OfCad', 'Gene'], [103, 114, 'CRISPR/Cas9', 'Research_level'], [167, 173, 'Cry1Ac', 'Pesticides'], [175, 182, '14-fold', 'Resistance_factor_value'], [212, 218, 'Cry1Aa', 'Pesticides'], [220, 228, '4.6-fold', 'Resistance_factor_value'], [279, 285, 'Cry1Ab', 'Pesticides'], [290, 296, 'Cry1Fa', 'Pesticides']]"
14520-6,"The Cry1Ac resistance phenotype was inherited as autosomal, recessive mode, and significantly linked with the OfCad knockout in the OfCad-KO strain.","[[4, 10, 'Cry1Ac', 'Pesticides'], [110, 115, 'OfCad', 'Gene']]"
14520-7,"These results demonstrate that the OfCad protein is a functional receptor for Cry1Ac, and disruption of OfCad confers a moderate Cry1Ac resistance in O. furnacalis.","[[35, 40, 'OfCad', 'Gene'], [78, 84, 'Cry1Ac', 'Pesticides'], [104, 109, 'OfCad', 'Gene'], [129, 135, 'Cry1Ac', 'Pesticides'], [150, 163, 'O. furnacalis', 'Species']]"
14520-8,This study provides new insights into the mode of action of the Cry1Ac toxin and useful information for designing resistance monitoring and management strategies for O. furnacalis.,"[[64, 70, 'Cry1Ac', 'Pesticides'], [166, 179, 'O. furnacalis', 'Species']]"
14523-0,"Synthetic insecticide application is one tactic for reducing boll weevil, Anthonomus grandis grandis Boheman (Coleoptera: Curculionidae), infestations during the cotton, Gossypium hirsutum L., reproductive stage.","[[74, 92, 'Anthonomus grandis', 'Species']]"
14523-1,"We assessed the susceptibility of the boll weevil and its natural enemies to ethiprole (mode of action 2B), a phenylpyrazole insecticide, and diagnostic concentrations of ethiprole indicative of boll weevil susceptibility.","[[77, 86, 'ethiprole', 'Pesticides'], [110, 124, 'phenylpyrazole', 'Pesticides'], [171, 180, 'ethiprole', 'Pesticides']]"
14523-2,Differences in the lethal concentrations of ethiprole were calculated with susceptibility ratios based on LC50 ranging from 2.89- to 10.34-fold relative to a natural susceptible population.,"[[44, 53, 'ethiprole', 'Pesticides'], [124, 143, '2.89- to 10.34-fold', 'LC/LD']]"
14523-3,"The lowest and the highest recommended field rates of ethiprole, 100 and 200 g a.i./ha, produced residues that caused 83.3% and 93.7% mortality of weevils caged with cotton leaves from field-treated plants for 8 d. We found that ethiprole was less toxic than fipronil to the boll weevil parasitoid Bracon vulgaris Ashmead (Hymenoptera: Braconidae) and to the red imported fire ant, Solenopsis invicta Buren (Hymenoptera: Formicidae), while fipronil was highly toxic to both.","[[54, 63, 'ethiprole', 'Pesticides'], [229, 238, 'ethiprole', 'Pesticides'], [259, 267, 'fipronil', 'Pesticides'], [298, 313, 'Bracon vulgaris', 'Species'], [382, 400, 'Solenopsis invicta', 'Species'], [440, 448, 'fipronil', 'Pesticides']]"
14523-4,"Adult earwigs, Euborellia annulipes Lucas (Dermaptera: Anisolabididae), were relatively tolerant to ethiprole and fipronil at the highest field rates.","[[15, 35, 'Euborellia annulipes', 'Species'], [100, 109, 'ethiprole', 'Pesticides'], [114, 122, 'fipronil', 'Pesticides']]"
14523-6,Ethiprole appears to be suitable for boll weevil control with low impact on natural enemy communities.,"[[0, 9, 'Ethiprole', 'Pesticides']]"
14524-1,Data on acaricide resistance in R. sanguineus s.l. populations from India is meager though veterinarians frequently report treatment failures.,"[[32, 45, 'R. sanguineus', 'Species']]"
14524-2,"The present study was aimed to characterize the level of resistance in R. sanguineus s.l. against most commonly used drugs, cypermethrin and ivermectin in Andhra Pradesh, south India.","[[71, 84, 'R. sanguineus', 'Species'], [124, 136, 'cypermethrin', 'Pesticides'], [141, 151, 'ivermectin', 'Pesticides'], [155, 182, 'Andhra Pradesh, south India', 'Location']]"
14524-5,"The larval packet test (LPT) and larval immersion test (LIT) were used on the larvae of ticks to test for resistance to cypermethrin and ivermectin, respectively.","[[120, 132, 'cypermethrin', 'Pesticides'], [137, 147, 'ivermectin', 'Pesticides']]"
14524-7,"Corresponding to the most susceptible population, thirteen (92.6%) and six (42.9%) tick populations were regarded as resistant to cypermethrin and ivermectin, respectively.","[[130, 142, 'cypermethrin', 'Pesticides'], [147, 157, 'ivermectin', 'Pesticides']]"
14524-8,The phenotypic level of cypermethrin (resistance ratios at LC50% varied from 1.55 to 13.29) and ivermectin (resistance ratios at LC50% ranged from 1.16 to 4.79) resistance varied distinctly between the populations.,"[[24, 36, 'cypermethrin', 'Pesticides'], [77, 90, '1.55 to 13.29', 'Resistance_factor_value'], [96, 106, 'ivermectin', 'Pesticides'], [147, 159, '1.16 to 4.79', 'Resistance_factor_value']]"
14524-9,"Additionally, all the populations were tested using PCR to demonstrate the frequency of the point mutation in sodium channel gene that corresponds with resistance of R. sanguineus s.l. to cypermethrin.","[[52, 55, 'PCR', 'Research_level'], [166, 179, 'R. sanguineus', 'Species'], [188, 200, 'cypermethrin', 'Pesticides']]"
14524-11,Ivermectin resistance in the brown dog ticks is reported for the first time from India.,"[[0, 10, 'Ivermectin', 'Pesticides'], [81, 86, 'India', 'Location']]"
14526-0,"BACKGROUND: The tropical bed bug, Cimex hemipterus, is an important ectoparasite causing various health problems.","[[34, 50, 'Cimex hemipterus', 'Species']]"
14526-4,"METHODS: Live bed bugs were collected, and adults of C. hemipterus were selected for bioassay and molecular surveys.","[[53, 66, 'C. hemipterus', 'Species']]"
14526-5,Bioassay was performed by tarsal contact with permethrin 0.75% in mixed-sex of samples.,"[[46, 56, 'permethrin', 'Pesticides']]"
14526-9,"The KT(50) and KT(90) values in the Cimex lectularius Kh1 strain were presented as 5.39 and 15.55 h, respectively.","[[36, 53, 'Cimex lectularius', 'Species']]"
14526-11,Knockdown time ratios (KR(50) and KR(90)) in these populations varied from 5.17 to 6.17-fold compared with those of the C. lectularius Kh1 strain.,"[[75, 92, '5.17 to 6.17-fold', 'Resistance_factor_value'], [120, 134, 'C. lectularius', 'Species']]"
14526-15,The presence of super-kdr mutations and high resistance to permethrin in all the populations necessitate the reconsideration of control approaches against C. hemipterus.,"[[16, 25, 'super-kdr', 'Resistance_mechanism'], [59, 69, 'permethrin', 'Pesticides'], [155, 168, 'C. hemipterus', 'Species']]"
14534-1,ATP-binding cassette (ABC) transporters represent the largest known members in detoxification genes but is little known about their function in non-biting midges.,"[[0, 39, 'ATP-binding cassette (ABC) transporters', 'Gene']]"
14534-5,"The study showed that expression of the PaABCG17 gene is uniquely significantly elevated, with deltamethrin concentration increasing (1, 4, and 20 ug/L) both in RNA-seq and qPCR results.","[[40, 48, 'PaABCG17', 'Gene'], [95, 107, 'deltamethrin', 'Pesticides'], [161, 168, 'RNA-seq', 'Research_level'], [173, 177, 'qPCR', 'Research_level']]"
14534-7,The ABC transporter frame for Propsilocerus akamusi and its transcriptomic results lay an important foundation for providing valuable resources for understanding the ABC transporter function in insecticide toxification of this species as well as those of other non-biting midges.,"[[4, 19, 'ABC transporter', 'Gene'], [30, 51, 'Propsilocerus akamusi', 'Species'], [60, 74, 'transcriptomic', 'Research_level'], [166, 181, 'ABC transporter', 'Gene']]"
14534-8,"The PaABCG17 gene is shown to play an important role in deltamethrin detoxification, and it functions need to be further investigated and might be used in the management of insecticide-resistance in chironomid adults.","[[4, 12, 'PaABCG17', 'Gene'], [56, 68, 'deltamethrin', 'Pesticides'], [69, 83, 'detoxification', 'Resistance_mechanism']]"
14547-0,BACKGROUND: Aedes albopictus is the primary vector of dengue fever in China.,"[[12, 28, 'Aedes albopictus', 'Species'], [70, 75, 'China', 'Location']]"
14547-4,In this study we explored the characteristics and possible evolutionary trend of kdr mutation in Ae. albopictus based on analysis of the kdr mutations in field populations of mosquitoes in China.,"[[81, 84, 'kdr', 'Resistance_mechanism'], [97, 111, 'Ae. albopictus', 'Species'], [137, 140, 'kdr', 'Resistance_mechanism'], [189, 194, 'China', 'Location']]"
14547-5,METHODS: A total of 1549 adult Ae. albopictus were collected from 18 sites in China from 2017 to 2019 and 50 individuals from three sites in the 1990s.,"[[31, 45, 'Ae. albopictus', 'Species'], [78, 83, 'China', 'Location'], [89, 101, '2017 to 2019', 'Year'], [145, 150, '1990s', 'Year']]"
14547-12,"Only one mutant allele, ACC (T), was found at codon 1532, with a frequency of 6.4% in ten field populations.",[]
14547-18,CONCLUSIONS: Kdr mutations are widespread in the field populations of Ae. albopictus in China.,"[[13, 16, 'Kdr', 'Resistance_mechanism'], [70, 84, 'Ae. albopictus', 'Species'], [88, 93, 'China', 'Location']]"
14547-20,The 1534 kdr mutation appeared in the population of Ae. albopictus no later than the 1990s.,"[[9, 12, 'kdr', 'Resistance_mechanism'], [52, 66, 'Ae. albopictus', 'Species'], [85, 90, '1990s', 'Year']]"
14547-22,"These results indicate that iInsecticide usage should be carefully managed to slow down the spread of highly resistant Ae. albopictus populations, especially in the areas with higher AAT.","[[119, 133, 'Ae. albopictus', 'Species']]"
14550-0,BACKGROUND: Scabies is a contagious skin disease resulting from Sarcoptes scabiei infestation.,"[[64, 81, 'Sarcoptes scabiei', 'Species']]"
14550-2,"Spinosad, an insecticide derived from fermentation of a soil actinobacterium, shows promise as a potential treatment agent.","[[0, 8, 'Spinosad', 'Pesticides']]"
14550-3,OBJECTIVE: Combined results from 2 controlled clinical studies were used to evaluate the efficacy of 0.9% spinosad topical suspension in the eradication of scabies.,"[[106, 114, 'spinosad', 'Pesticides']]"
14550-5,Subjects applied 0.9% spinosad or vehicle once.,"[[22, 30, 'spinosad', 'Pesticides']]"
14550-8,"RESULTS: Spinosad at 0.9% is not equivalent to vehicle in the percentage of index subjects achieving complete cure on day 28 (78.1% vs 39.6%, respectively; P < .0001; n = 206).","[[9, 17, 'Spinosad', 'Pesticides']]"
14550-9,Additional efficacy analyses confirmed the consistent treatment effect of 0.9% spinosad.,"[[79, 87, 'spinosad', 'Pesticides']]"
14551-0,BACKGROUND: Oxycarenus hyalinipennis (Costa) (Hemiptera: Lygaeidae) is a polyphagous insect pest.,"[[12, 36, 'Oxycarenus hyalinipennis', 'Species']]"
14551-1,"In Pakistan, O. hyalinipennis is managed by using different insecticides, a major concern for cotton producers, and has developed resistance to many of these.","[[3, 11, 'Pakistan', 'Location'], [13, 29, 'O. hyalinipennis', 'Species']]"
14551-2,Sulfoxaflor belongs to a newly released sulfoximine family that has high efficacy for controlling sap-feeding insect pests.,"[[0, 11, 'Sulfoxaflor', 'Pesticides']]"
14551-3,RESULTS: A sulfoxaflor selected-population (Sulfo-Sel-Pop) of O. hyalinipennis showed a 3064.92-fold level of resistance after continuous selection for 18 generations with sulfoxaflor compared to unselected population (UNSel-Pop).,"[[11, 22, 'sulfoxaflor', 'Pesticides'], [62, 78, 'O. hyalinipennis', 'Species'], [88, 100, '3064.92-fold', 'Resistance_factor_value'], [172, 183, 'sulfoxaflor', 'Pesticides']]"
14551-4,"The Sulfo-Sel-Pop showed a reduction in resistance (from 3064.92 to 635-fold) without exposure for five generations, indicating unstable resistance to sulfoxaflor.","[[57, 76, '3064.92 to 635-fold', 'Resistance_factor_value'], [151, 162, 'sulfoxaflor', 'Pesticides']]"
14551-9,"CONCLUSION: A very high fitness cost, unstable resistance and no or very low cross-resistance in the Sulfo-Sel-Pop have great implications in designing effective strategies for managing insecticide resistance to O. hyalinipennis.","[[212, 228, 'O. hyalinipennis', 'Species']]"
14558-0,The novel ingestion bioassay method was developed for detecting and monitoring resistance of Euschistus heros by encapsulating an artificial liquid diet using Parafilm(®).,"[[93, 109, 'Euschistus heros', 'Species']]"
14558-1,"This methodology was compared with the tarsal contact (vial test) and topical application methods for thiamethoxam, imidacloprid, and lambda-cyhalothrin.","[[102, 114, 'thiamethoxam', 'Pesticides'], [116, 128, 'imidacloprid', 'Pesticides'], [134, 152, 'lambda-cyhalothrin', 'Pesticides']]"
